transaction_id,date,hour,type,amount,country,old_balance,new_balance,structuring_flag,rapid_movement_flag,round_amount_flag,high_risk_country,is_suspicious,aml_risk_score,alert_level
TXN004530,2024-06-02,18,CASH_IN,914.41,CN,89897.95,90812.36,0,0,0,0,0,5,LOW
TXN004531,2024-03-14,17,CASH_IN,1635.56,UK,149098.45,150734.01,0,0,0,0,0,5,LOW
TXN004532,2024-07-12,9,CASH_IN,1054.99,US,165143.02,166198.01,0,0,0,0,0,5,LOW
TXN004533,2024-05-15,10,DEBIT,5666.69,CN,347363.93,341697.24,0,0,0,0,0,1,LOW
TXN004534,2024-10-16,18,TRANSFER,648.38,RU,187866.6,187218.22,0,0,0,1,0,32,LOW
TXN004535,2024-05-05,11,TRANSFER,1628.71,CN,427783.79,426155.08,0,0,0,0,0,5,LOW
TXN004536,2024-08-07,15,TRANSFER,9912.94,US,246374.97,236462.03,0,0,0,0,0,0,LOW
TXN004537,2024-03-16,8,PAYMENT,1545.02,UK,277551.54,276006.52,0,0,0,0,0,1,LOW
TXN004538,2024-10-29,7,DEBIT,577.26,US,96907.58,96330.32,0,0,0,0,0,2,LOW
TXN004539,2024-05-19,15,PAYMENT,947.88,CN,415253.26,414305.38,0,0,0,0,0,2,LOW
TXN004540,2024-10-05,16,DEBIT,6674.84,MX,75650.1,68975.26,0,0,0,0,0,2,LOW
TXN004541,2024-09-09,19,CASH_OUT,9860.39,US,13239.39,3379.0,0,0,0,0,0,4,LOW
TXN004542,2024-12-14,17,DEBIT,2691.91,US,64038.81,61346.9,0,0,0,0,0,1,LOW
TXN004543,2024-12-29,21,DEBIT,2058.94,US,252728.1,250669.16,0,0,0,0,0,3,LOW
TXN004544,2024-09-07,12,TRANSFER,5897.86,US,297062.39,291164.53,0,0,0,0,0,1,LOW
TXN004545,2024-02-15,20,CASH_OUT,4271.2,CN,407200.64,402929.44,0,0,0,0,0,3,LOW
TXN004546,2024-03-08,8,PAYMENT,2556.69,UK,458290.34,455733.65,0,0,0,0,0,5,LOW
TXN004547,2024-01-17,17,CASH_IN,1823.55,US,281818.96,283642.51,0,0,0,0,0,4,LOW
TXN004548,2024-03-14,16,TRANSFER,2688.27,US,376152.01,373463.74,0,0,0,0,0,5,LOW
TXN004549,2024-11-21,12,TRANSFER,2468.59,US,100412.99,97944.4,0,0,0,0,0,3,LOW
TXN004550,2024-01-28,10,DEBIT,1804.18,US,408224.0,406419.82,0,0,0,0,0,5,LOW
TXN004551,2024-12-02,17,TRANSFER,4244.77,NG,309976.24,305731.47,0,0,0,1,0,30,LOW
TXN004552,2024-05-12,7,CASH_OUT,1254.16,MX,2983.29,1729.13,0,0,0,0,0,2,LOW
TXN004553,2024-09-09,16,PAYMENT,2782.36,RU,339515.28,336732.92,0,0,0,1,0,34,LOW
TXN004554,2024-02-20,18,TRANSFER,6630.6,IR,13052.25,6421.65,0,0,0,1,0,33,LOW
TXN004555,2024-11-01,14,CASH_OUT,3215.4,US,321369.27,318153.87,0,0,0,0,0,0,LOW
TXN004556,2024-10-25,13,CASH_IN,69.46,DE,51932.75,52002.21,0,0,0,0,0,1,LOW
TXN004557,2024-03-03,10,PAYMENT,87.53,US,117283.01,117195.48,0,0,0,0,0,2,LOW
TXN004558,2024-08-30,9,TRANSFER,297.35,DE,93319.84,93022.49,0,0,0,0,0,0,LOW
TXN004559,2024-11-27,15,PAYMENT,24.42,US,170681.46,170657.04,0,0,0,0,0,3,LOW
TXN004560,2024-09-19,23,TRANSFER,22848.58,RU,227909.11,205060.53,0,1,0,1,1,93,HIGH
TXN004561,2024-12-06,21,CASH_IN,3778.95,US,494189.3,497968.25,0,0,0,0,0,5,LOW
TXN004562,2024-06-15,19,DEBIT,1159.19,CN,464973.48,463814.29,0,0,0,0,0,0,LOW
TXN004563,2024-07-04,12,CASH_OUT,1207.93,NG,252017.0,250809.07,0,0,0,1,0,33,LOW
TXN004564,2024-02-13,7,CASH_OUT,8169.18,DE,321241.24,313072.06,0,0,0,0,0,3,LOW
TXN004565,2024-03-17,8,TRANSFER,1456.35,MX,150904.58,149448.23,0,0,0,0,0,0,LOW
TXN004566,2024-09-01,8,PAYMENT,122.44,US,332814.55,332692.11,0,0,0,0,0,2,LOW
TXN004567,2024-05-05,16,DEBIT,7879.88,NG,430662.28,422782.4,0,0,0,1,0,31,LOW
TXN004568,2024-02-02,19,TRANSFER,808.25,US,259484.47,258676.22,0,0,0,0,0,3,LOW
TXN004569,2024-03-15,21,CASH_OUT,4491.05,CN,31163.54,26672.49,0,0,0,0,0,1,LOW
TXN004570,2024-10-01,9,CASH_IN,82.7,US,197823.59,197906.29,0,0,0,0,0,5,LOW
TXN004571,2024-08-06,12,PAYMENT,6775.42,MX,233329.62,226554.2,0,0,0,0,0,3,LOW
TXN004572,2024-12-19,4,CASH_OUT,107461.33,IR,320609.4,213148.07,0,0,0,1,1,94,HIGH
TXN004573,2024-04-20,15,CASH_OUT,3146.68,RU,295932.39,292785.71,0,0,0,1,0,32,LOW
TXN004574,2024-09-24,9,CASH_IN,3392.63,US,293699.8,297092.43,0,0,0,0,0,3,LOW
TXN004575,2024-03-18,20,DEBIT,3387.21,US,68768.89,65381.68,0,0,0,0,0,1,LOW
TXN004576,2024-05-30,9,CASH_IN,1829.59,UK,178506.99,180336.58,0,0,0,0,0,0,LOW
TXN004577,2024-09-09,12,TRANSFER,2651.3,US,57949.73,55298.43,0,0,0,0,0,2,LOW
TXN004578,2024-04-15,14,TRANSFER,7494.46,UK,342912.59,335418.13,0,0,0,0,0,2,LOW
TXN004579,2024-10-17,18,DEBIT,2730.85,CN,380314.74,377583.89,0,0,0,0,0,0,LOW
TXN004580,2024-02-13,18,CASH_OUT,1323.37,DE,204163.99,202840.62,0,0,0,0,0,2,LOW
TXN004581,2024-02-17,15,CASH_OUT,4383.05,DE,381423.83,377040.78,0,0,0,0,0,4,LOW
TXN004582,2024-10-04,9,CASH_OUT,5139.78,MX,103608.71,98468.93,0,0,0,0,0,3,LOW
TXN004583,2024-01-11,20,TRANSFER,1772.1,NG,24212.7,22440.6,0,0,0,1,0,30,LOW
TXN004584,2024-02-08,23,CASH_OUT,60932.06,RU,470778.45,409846.39,0,0,0,1,1,93,HIGH
TXN004585,2024-11-24,10,TRANSFER,1364.78,NG,149449.8,148085.02,0,0,0,1,0,33,LOW
TXN004586,2024-08-27,21,DEBIT,64.4,UK,66046.57,65982.17,0,0,0,0,0,2,LOW
TXN004587,2024-12-17,9,PAYMENT,1220.72,UK,461500.22,460279.5,0,0,0,0,0,0,LOW
TXN004588,2024-10-08,16,CASH_IN,225.63,IR,162592.49,162818.12,0,0,0,1,0,35,LOW
TXN004589,2024-01-02,20,CASH_IN,8538.46,NG,71479.67,80018.13,0,0,0,1,0,33,LOW
TXN004590,2024-03-22,8,TRANSFER,426.57,MX,86750.83,86324.26,0,0,0,0,0,3,LOW
TXN004591,2024-06-20,16,PAYMENT,9529.52,MX,176284.37,166754.85,0,0,0,0,0,2,LOW
TXN004592,2024-06-12,10,CASH_OUT,2593.26,NG,284146.46,281553.2,0,0,0,1,0,34,LOW
TXN004593,2024-08-31,18,DEBIT,2486.53,US,225089.87,222603.34,0,0,0,0,0,1,LOW
TXN004594,2024-09-02,10,PAYMENT,4661.79,CN,486785.65,482123.86,0,0,0,0,0,5,LOW
TXN004595,2024-05-24,20,PAYMENT,1636.99,US,50255.94,48618.95,0,0,0,0,0,2,LOW
TXN004596,2024-09-30,14,DEBIT,1658.27,US,208049.8,206391.53,0,0,0,0,0,1,LOW
TXN004597,2024-09-11,16,CASH_OUT,344.64,IR,411764.47,411419.83,0,0,0,1,0,30,LOW
TXN004598,2024-10-05,11,DEBIT,863.85,UK,332724.1,331860.25,0,0,0,0,0,3,LOW
TXN004599,2024-08-03,8,CASH_OUT,67.55,CN,213004.53,212936.98,0,0,0,0,0,2,LOW
TXN004600,2024-12-25,17,CASH_OUT,4086.58,IR,17268.5,13181.92,0,0,0,1,0,32,LOW
TXN004601,2024-05-06,17,PAYMENT,871.8,MX,43065.51,42193.71,0,0,0,0,0,2,LOW
TXN004602,2024-03-14,7,TRANSFER,488.83,MX,188320.38,187831.55,0,0,0,0,0,0,LOW
TXN004603,2024-09-21,19,CASH_OUT,130.81,US,490708.79,490577.98,0,0,0,0,0,3,LOW
TXN004604,2024-03-27,1,CASH_OUT,5881.51,UK,209118.57,203237.06,0,1,0,0,1,50,MEDIUM
TXN004605,2024-07-11,18,PAYMENT,3261.84,MX,26851.17,23589.33,0,0,0,0,0,4,LOW
TXN004606,2024-09-03,13,CASH_IN,1991.1,CN,355512.43,357503.53,0,0,0,0,0,4,LOW
TXN004607,2024-09-15,7,TRANSFER,7626.07,DE,307839.79,300213.72,0,0,0,0,0,0,LOW
TXN004608,2024-08-08,9,TRANSFER,9500.09,US,440601.64,431101.55,0,0,0,0,0,2,LOW
TXN004609,2024-09-22,19,TRANSFER,427.32,MX,230164.35,229737.03,0,0,0,0,0,0,LOW
TXN004610,2024-07-31,12,PAYMENT,1609.15,IR,214874.13,213264.98,0,0,0,1,0,30,LOW
TXN004611,2024-03-13,18,CASH_IN,1789.72,UK,44812.4,46602.12,0,0,0,0,0,0,LOW
TXN004612,2024-01-08,14,DEBIT,1151.39,US,463122.51,461971.12,0,0,0,0,0,4,LOW
TXN004613,2024-01-28,13,PAYMENT,115.43,UK,412943.34,412827.91,0,0,0,0,0,1,LOW
TXN004614,2024-08-26,15,DEBIT,4224.02,CN,294863.75,290639.73,0,0,0,0,0,2,LOW
TXN004615,2024-11-08,11,DEBIT,3870.3,UK,283282.52,279412.22,0,0,0,0,0,2,LOW
TXN004616,2024-07-24,10,DEBIT,3597.33,UK,376643.41,373046.08,0,0,0,0,0,1,LOW
TXN004617,2024-03-30,20,PAYMENT,819.06,US,469511.6,468692.54,0,0,0,0,0,2,LOW
TXN004618,2024-04-12,1,TRANSFER,19052.76,US,297457.0,278404.24,0,0,0,0,1,35,LOW
TXN004619,2024-02-14,13,TRANSFER,3358.35,UK,248577.51,245219.16,0,0,0,0,0,1,LOW
TXN004620,2024-04-24,8,DEBIT,1598.49,US,257860.9,256262.41,0,0,0,0,0,2,LOW
TXN004621,2024-04-30,20,PAYMENT,11254.08,US,462822.01,451567.93,0,0,0,0,0,3,LOW
TXN004622,2024-03-07,7,TRANSFER,798.93,UK,365493.92,364694.99,0,0,0,0,0,5,LOW
TXN004623,2024-07-16,19,TRANSFER,5970.44,US,87339.94,81369.5,0,0,0,0,0,5,LOW
TXN004624,2024-09-23,17,PAYMENT,10606.31,UK,139282.72,128676.41,0,0,0,0,0,1,LOW
TXN004625,2024-06-11,16,CASH_OUT,722.72,US,403124.49,402401.77,0,0,0,0,0,5,LOW
TXN004626,2024-09-09,16,TRANSFER,5029.51,RU,212257.95,207228.44,0,0,0,1,0,32,LOW
TXN004627,2024-09-18,9,DEBIT,176.39,MX,383496.6,383320.21,0,0,0,0,0,0,LOW
TXN004628,2024-10-14,18,PAYMENT,4980.02,US,88379.87,83399.85,0,0,0,0,0,4,LOW
TXN004629,2024-05-12,9,PAYMENT,9673.35,NG,288768.28,279094.93,0,0,0,1,0,35,LOW
TXN004630,2024-12-18,14,CASH_IN,6349.3,US,302428.53,308777.83,0,0,0,0,0,5,LOW
TXN004631,2024-02-28,21,TRANSFER,4516.8,US,359666.06,355149.26,0,0,0,0,0,4,LOW
TXN004632,2024-07-28,10,CASH_IN,10414.43,UK,479222.25,489636.68,0,0,0,0,0,4,LOW
TXN004633,2024-09-17,15,CASH_IN,1458.57,UK,266216.68,267675.25,0,0,0,0,0,5,LOW
TXN004634,2024-07-20,2,CASH_OUT,32791.21,UK,148541.86,115750.65,0,0,0,0,1,36,LOW
TXN004635,2024-05-18,11,PAYMENT,690.72,MX,359184.78,358494.06,0,0,0,0,0,4,LOW
TXN004636,2024-04-12,10,TRANSFER,5765.72,US,419630.5,413864.78,0,0,0,0,0,4,LOW
TXN004637,2024-02-19,19,DEBIT,2369.6,US,195637.77,193268.17,0,0,0,0,0,2,LOW
TXN004638,2024-02-01,2,CASH_OUT,6732.64,US,390742.43,384009.79,0,0,0,0,1,22,LOW
TXN004639,2024-01-14,17,CASH_IN,2106.35,MX,434826.24,436932.59,0,0,0,0,0,3,LOW
TXN004640,2024-12-02,10,TRANSFER,436.31,IR,466904.73,466468.42,0,0,0,1,0,33,LOW
TXN004641,2024-05-21,10,PAYMENT,969.26,UK,223058.89,222089.63,0,0,0,0,0,0,LOW
TXN004642,2024-09-01,18,CASH_OUT,3440.76,MX,241107.27,237666.51,0,0,0,0,0,1,LOW
TXN004643,2024-04-07,7,DEBIT,2160.43,DE,154289.91,152129.48,0,0,0,0,0,4,LOW
TXN004644,2024-09-05,2,CASH_OUT,30229.67,RU,253473.25,223243.58,0,0,0,1,1,65,MEDIUM
TXN004645,2024-06-25,12,PAYMENT,861.79,US,296979.19,296117.4,0,0,0,0,0,0,LOW
TXN004646,2024-01-10,7,TRANSFER,2521.94,MX,162158.28,159636.34,0,0,0,0,0,5,LOW
TXN004647,2024-03-02,1,CASH_OUT,13057.03,NG,455019.22,441962.19,0,1,0,1,1,94,HIGH
TXN004648,2024-07-14,2,CASH_OUT,135361.95,IR,234863.08,99501.13,0,1,0,1,1,100,HIGH
TXN004649,2024-12-25,16,CASH_OUT,7278.29,DE,427336.1,420057.81,0,0,0,0,0,3,LOW
TXN004650,2024-08-01,19,TRANSFER,2512.91,UK,366393.81,363880.9,0,0,0,0,0,0,LOW
TXN004651,2024-01-04,10,TRANSFER,2836.21,US,425628.29,422792.08,0,0,0,0,0,0,LOW
TXN004652,2024-02-07,12,DEBIT,286.89,US,156376.82,156089.93,0,0,0,0,0,5,LOW
TXN004653,2024-03-30,19,TRANSFER,2267.53,UK,240011.52,237743.99,0,0,0,0,0,3,LOW
TXN004654,2024-05-19,15,CASH_IN,1187.07,IR,135106.41,136293.48,0,0,0,1,0,35,LOW
TXN004655,2024-07-11,4,CASH_OUT,13090.76,IR,129930.77,116840.01,0,0,0,1,1,67,MEDIUM
TXN004656,2024-09-12,20,DEBIT,9532.87,US,223589.35,214056.48,0,0,0,0,0,0,LOW
TXN004657,2024-07-22,9,TRANSFER,5984.38,US,51594.36,45609.98,0,0,0,0,0,0,LOW
TXN004658,2024-12-25,12,CASH_OUT,2950.15,IR,322518.48,319568.33,0,0,0,1,0,34,LOW
TXN004659,2024-09-25,3,CASH_OUT,19776.14,RU,336979.78,317203.64,0,0,0,1,1,66,MEDIUM
TXN004660,2024-02-16,8,PAYMENT,5757.1,UK,319761.92,314004.82,0,0,0,0,0,2,LOW
TXN004661,2024-04-16,11,CASH_OUT,632.69,DE,483963.75,483331.06,0,0,0,0,0,2,LOW
TXN004662,2024-07-20,17,TRANSFER,2057.48,UK,265231.66,263174.18,0,0,0,0,0,4,LOW
TXN004663,2024-06-29,9,DEBIT,2121.45,MX,84715.93,82594.48,0,0,0,0,0,5,LOW
TXN004664,2024-11-07,13,CASH_IN,1777.22,DE,457963.53,459740.75,0,0,0,0,0,1,LOW
TXN004665,2024-10-08,14,CASH_IN,3474.2,US,327338.52,330812.72,0,0,0,0,0,5,LOW
TXN004666,2024-12-29,9,CASH_IN,1000.89,UK,152411.66,153412.55,0,0,0,0,0,5,LOW
TXN004667,2024-04-12,18,DEBIT,829.33,RU,405930.58,405101.25,0,0,0,1,0,30,LOW
TXN004668,2024-06-23,1,CASH_OUT,22920.4,RU,444633.46,421713.06,0,1,0,1,1,93,HIGH
TXN004669,2024-04-18,2,TRANSFER,10436.17,IR,65438.66,55002.49,0,0,0,1,1,68,MEDIUM
TXN004670,2024-10-11,4,CASH_OUT,4861.11,US,387339.09,382477.98,0,0,0,0,1,24,LOW
TXN004671,2024-04-23,18,PAYMENT,98.87,UK,153765.04,153666.17,0,0,0,0,0,2,LOW
TXN004672,2024-01-26,16,TRANSFER,1073.13,US,1497.52,424.39,0,0,0,0,0,2,LOW
TXN004673,2024-04-30,9,PAYMENT,2464.79,UK,422366.62,419901.83,0,0,0,0,0,4,LOW
TXN004674,2024-12-06,8,CASH_OUT,2470.15,US,53199.6,50729.45,0,0,0,0,0,5,LOW
TXN004675,2024-07-24,20,TRANSFER,4439.39,CN,341428.71,336989.32,0,0,0,0,0,3,LOW
TXN004676,2024-02-04,19,DEBIT,5273.64,US,321155.33,315881.69,0,0,0,0,0,0,LOW
TXN004677,2024-12-01,2,TRANSFER,4767.75,IR,391432.31,386664.56,0,1,0,1,1,80,HIGH
TXN004678,2024-03-12,12,PAYMENT,647.67,DE,123968.41,123320.74,0,0,0,0,0,5,LOW
TXN004679,2024-08-02,16,TRANSFER,1328.13,UK,289819.74,288491.61,0,0,0,0,0,4,LOW
TXN004680,2024-02-20,7,CASH_OUT,3018.02,DE,7178.32,4160.3,0,0,0,0,0,0,LOW
TXN004681,2024-06-29,13,DEBIT,3652.62,CN,375665.33,372012.71,0,0,0,0,0,3,LOW
TXN004682,2024-12-30,16,TRANSFER,402.69,US,273011.26,272608.57,0,0,0,0,0,1,LOW
TXN004683,2024-12-21,10,DEBIT,486.13,RU,111212.99,110726.86,0,0,0,1,0,34,LOW
TXN004684,2024-09-30,11,CASH_OUT,1413.04,NG,397303.5,395890.46,0,0,0,1,0,32,LOW
TXN004685,2024-01-30,16,DEBIT,2544.9,US,406871.66,404326.76,0,0,0,0,0,4,LOW
TXN004686,2024-07-22,10,CASH_IN,417.73,CN,283643.33,284061.06,0,0,0,0,0,0,LOW
TXN004687,2024-02-23,23,CASH_OUT,11245.61,US,295309.99,284064.38,0,0,0,0,1,36,LOW
TXN004688,2024-12-24,14,CASH_OUT,2064.02,US,241040.72,238976.7,0,0,0,0,0,4,LOW
TXN004689,2024-01-07,14,CASH_OUT,6150.88,DE,478432.67,472281.79,0,0,0,0,0,5,LOW
TXN004690,2024-09-14,21,PAYMENT,3556.42,UK,421355.52,417799.1,0,0,0,0,0,2,LOW
TXN004691,2024-02-08,8,PAYMENT,777.57,NG,282696.87,281919.3,0,0,0,1,0,34,LOW
TXN004692,2024-03-10,20,TRANSFER,716.56,CN,172008.07,171291.51,0,0,0,0,0,3,LOW
TXN004693,2024-10-31,15,TRANSFER,2945.13,NG,161583.17,158638.04,0,0,0,1,0,30,LOW
TXN004694,2024-11-02,10,CASH_IN,4589.34,UK,183410.8,188000.14,0,0,0,0,0,5,LOW
TXN004695,2024-04-05,14,CASH_IN,10410.01,US,469753.85,480163.86,0,0,0,0,0,4,LOW
TXN004696,2024-12-16,17,CASH_IN,4449.86,MX,151916.03,156365.89,0,0,0,0,0,5,LOW
TXN004697,2024-04-28,21,TRANSFER,5708.41,MX,326049.31,320340.9,0,0,0,0,0,0,LOW
TXN004698,2024-08-22,4,CASH_OUT,19348.84,US,441132.92,421784.08,0,0,0,0,1,40,MEDIUM
TXN004699,2024-02-26,12,TRANSFER,2720.11,US,168696.57,165976.46,0,0,0,0,0,5,LOW
TXN004700,2024-07-11,16,TRANSFER,9491.84,CN,134207.66,124715.82,0,0,0,0,0,4,LOW
TXN004701,2024-05-25,16,CASH_OUT,5549.79,MX,376220.34,370670.55,0,0,0,0,0,3,LOW
TXN004702,2024-06-12,21,CASH_OUT,2173.12,DE,135701.85,133528.73,0,0,0,0,0,0,LOW
TXN004703,2024-10-27,11,CASH_IN,5961.28,DE,122716.49,128677.77,0,0,0,0,0,2,LOW
TXN004704,2024-02-03,8,CASH_IN,921.49,IR,210787.94,211709.43,0,0,0,1,0,32,LOW
TXN004705,2024-09-02,7,DEBIT,3747.1,CN,312478.71,308731.61,0,0,0,0,0,1,LOW
TXN004706,2024-01-21,19,DEBIT,9029.65,MX,64555.27,55525.62,0,0,0,0,0,1,LOW
TXN004707,2024-12-14,11,DEBIT,3590.44,UK,325278.38,321687.94,0,0,0,0,0,5,LOW
TXN004708,2024-12-09,13,DEBIT,11409.99,US,188083.96,176673.97,0,0,0,0,0,5,LOW
TXN004709,2024-06-27,7,CASH_OUT,995.85,NG,369455.8,368459.95,0,0,0,1,0,33,LOW
TXN004710,2024-02-10,19,CASH_IN,8612.11,NG,475613.62,484225.73,0,0,0,1,0,33,LOW
TXN004711,2024-02-28,19,CASH_OUT,85.71,UK,432096.99,432011.28,0,0,0,0,0,5,LOW
TXN004712,2024-11-07,11,PAYMENT,1002.12,UK,274357.49,273355.37,0,0,0,0,0,3,LOW
TXN004713,2024-12-24,13,CASH_IN,791.87,US,9971.22,10763.09,0,0,0,0,0,4,LOW
TXN004714,2024-03-17,16,PAYMENT,7968.05,DE,366271.57,358303.52,0,0,0,0,0,4,LOW
TXN004715,2024-03-21,9,DEBIT,2551.72,RU,315684.86,313133.14,0,0,0,1,0,30,LOW
TXN004716,2024-10-23,1,CASH_OUT,18300.17,IR,496067.91,477767.74,0,1,0,1,1,90,HIGH
TXN004717,2024-09-19,19,CASH_OUT,1135.55,MX,25096.27,23960.72,0,0,0,0,0,4,LOW
TXN004718,2024-11-08,12,CASH_OUT,1521.39,US,263791.34,262269.95,0,0,0,0,0,5,LOW
TXN004719,2024-08-28,19,DEBIT,268.31,US,380838.32,380570.01,0,0,0,0,0,2,LOW
TXN004720,2024-02-11,16,CASH_OUT,7799.5,DE,145471.93,137672.43,0,0,0,0,0,0,LOW
TXN004721,2024-09-23,9,CASH_IN,2099.63,CN,379691.8,381791.43,0,0,0,0,0,1,LOW
TXN004722,2024-01-26,21,CASH_OUT,1106.01,US,254257.15,253151.14,0,0,0,0,0,4,LOW
TXN004723,2024-07-22,20,CASH_IN,2297.8,US,113866.49,116164.29,0,0,0,0,0,5,LOW
TXN004724,2024-07-29,17,PAYMENT,731.22,CN,139333.22,138602.0,0,0,0,0,0,4,LOW
TXN004725,2024-07-30,13,CASH_OUT,1279.7,MX,22632.42,21352.72,0,0,0,0,0,0,LOW
TXN004726,2024-01-17,7,PAYMENT,2475.78,UK,382763.17,380287.39,0,0,0,0,0,0,LOW
TXN004727,2024-04-07,3,CASH_OUT,13246.92,NG,397461.01,384214.09,0,1,0,1,1,90,HIGH
TXN004728,2024-04-05,13,CASH_OUT,3685.87,UK,178936.48,175250.61,0,0,0,0,0,0,LOW
TXN004729,2024-05-24,15,PAYMENT,5300.21,US,337688.53,332388.32,0,0,0,0,0,1,LOW
TXN004730,2024-12-06,10,CASH_IN,428.16,CN,402268.5,402696.66,0,0,0,0,0,2,LOW
TXN004731,2024-07-21,8,PAYMENT,2092.07,UK,244170.01,242077.94,0,0,0,0,0,5,LOW
TXN004732,2024-07-24,20,DEBIT,2769.28,US,451231.19,448461.91,0,0,0,0,0,1,LOW
TXN004733,2024-03-09,13,CASH_OUT,576.0,DE,380234.78,379658.78,0,0,0,0,0,2,LOW
TXN004734,2024-06-02,19,DEBIT,4523.18,US,223666.34,219143.16,0,0,0,0,0,4,LOW
TXN004735,2024-02-27,18,DEBIT,8520.95,UK,365847.1,357326.15,0,0,0,0,0,0,LOW
TXN004736,2024-10-29,21,TRANSFER,3308.71,DE,241389.16,238080.45,0,0,0,0,0,4,LOW
TXN004737,2024-09-25,8,DEBIT,3042.9,DE,74705.44,71662.54,0,0,0,0,0,4,LOW
TXN004738,2024-05-09,14,DEBIT,1423.38,MX,142708.59,141285.21,0,0,0,0,0,2,LOW
TXN004739,2024-07-05,11,DEBIT,3538.81,UK,214227.9,210689.09,0,0,0,0,0,1,LOW
TXN004740,2024-09-26,10,PAYMENT,1756.39,NG,446499.94,444743.55,0,0,0,1,0,32,LOW
TXN004741,2024-08-03,16,CASH_IN,181.4,US,481085.98,481267.38,0,0,0,0,0,4,LOW
TXN004742,2024-12-15,8,TRANSFER,396.2,CN,443377.06,442980.86,0,0,0,0,0,4,LOW
TXN004743,2024-02-10,13,PAYMENT,2641.34,CN,18288.91,15647.57,0,0,0,0,0,5,LOW
TXN004744,2024-04-27,12,CASH_IN,966.75,US,266094.66,267061.41,0,0,0,0,0,1,LOW
TXN004745,2024-10-04,14,CASH_IN,74.41,UK,267770.38,267844.79,0,0,0,0,0,3,LOW
TXN004746,2024-02-25,13,CASH_OUT,719.13,IR,116401.19,115682.06,0,0,0,1,0,33,LOW
TXN004747,2024-02-28,19,PAYMENT,10710.92,US,166093.32,155382.4,0,0,0,0,0,3,LOW
TXN004748,2024-08-09,19,CASH_IN,12418.25,US,64541.65,76959.9,0,0,0,0,0,3,LOW
TXN004749,2024-07-25,19,PAYMENT,898.88,US,432468.8,431569.92,0,0,0,0,0,0,LOW
TXN004750,2024-03-19,1,TRANSFER,22874.95,RU,102846.57,79971.62,0,1,0,1,1,95,HIGH
TXN004751,2024-01-02,12,TRANSFER,2883.17,US,101719.51,98836.34,0,0,0,0,0,0,LOW
TXN004752,2024-05-27,14,CASH_IN,5567.87,CN,245620.47,251188.34,0,0,0,0,0,0,LOW
TXN004753,2024-01-15,20,CASH_IN,471.37,US,162978.72,163450.09,0,0,0,0,0,1,LOW
TXN004754,2024-03-05,12,PAYMENT,5743.27,US,374913.21,369169.94,0,0,0,0,0,2,LOW
TXN004755,2024-08-23,17,PAYMENT,3828.07,MX,448272.26,444444.19,0,0,0,0,0,0,LOW
TXN004756,2024-10-27,16,TRANSFER,770.91,NG,459209.49,458438.58,0,0,0,1,0,31,LOW
TXN004757,2024-07-12,21,DEBIT,970.6,RU,76216.55,75245.95,0,0,0,1,0,34,LOW
TXN004758,2024-10-06,12,DEBIT,724.77,DE,187736.25,187011.48,0,0,0,0,0,3,LOW
TXN004759,2024-11-03,18,DEBIT,4409.75,US,54910.16,50500.41,0,0,0,0,0,3,LOW
TXN004760,2024-11-28,17,CASH_IN,1423.91,RU,269265.28,270689.19,0,0,0,1,0,32,LOW
TXN004761,2024-06-21,7,DEBIT,2557.3,US,410281.22,407723.92,0,0,0,0,0,5,LOW
TXN004762,2024-02-03,18,PAYMENT,1766.07,UK,85435.23,83669.16,0,0,0,0,0,4,LOW
TXN004763,2024-07-02,4,CASH_OUT,63097.67,RU,14798.55,0.0,0,1,0,1,1,100,HIGH
TXN004764,2024-11-14,18,CASH_OUT,11243.89,CN,244323.5,233079.61,0,0,0,0,0,19,LOW
TXN004765,2024-01-17,21,CASH_OUT,4034.63,US,429831.74,425797.11,0,0,0,0,0,0,LOW
TXN004766,2024-01-20,11,CASH_OUT,1406.37,RU,54290.43,52884.06,0,0,0,1,0,33,LOW
TXN004767,2024-04-13,21,CASH_OUT,851.88,NG,392653.38,391801.5,0,0,0,1,0,32,LOW
TXN004768,2024-06-15,16,TRANSFER,93.52,RU,431872.72,431779.2,0,0,0,1,0,30,LOW
TXN004769,2024-06-23,18,CASH_IN,206.87,NG,216399.68,216606.55,0,0,0,1,0,32,LOW
TXN004770,2024-04-21,9,PAYMENT,11399.81,US,242513.15,231113.34,0,0,0,0,0,1,LOW
TXN004771,2024-09-08,17,CASH_OUT,2106.45,US,336080.53,333974.08,0,0,0,0,0,3,LOW
TXN004772,2024-04-19,14,PAYMENT,10527.82,IR,101113.8,90585.98,0,0,0,1,0,34,LOW
TXN004773,2024-09-10,7,DEBIT,3569.71,UK,226945.59,223375.88,0,0,0,0,0,5,LOW
TXN004774,2024-11-09,16,CASH_OUT,5135.39,US,270119.08,264983.69,0,0,0,0,0,5,LOW
TXN004775,2024-06-24,8,CASH_IN,1964.03,RU,490622.34,492586.37,0,0,0,1,0,33,LOW
TXN004776,2024-12-19,21,PAYMENT,4135.57,RU,362217.84,358082.27,0,0,0,1,0,34,LOW
TXN004777,2024-08-15,7,CASH_OUT,1395.53,RU,390059.87,388664.34,0,0,0,1,0,34,LOW
TXN004778,2024-05-25,23,TRANSFER,56524.39,US,484420.31,427895.92,0,1,0,0,1,87,HIGH
TXN004779,2024-12-09,7,DEBIT,176.66,NG,406067.88,405891.22,0,0,0,1,0,33,LOW
